Numero Zucchetta,Name of Bridge,Bridge Code,Year Constructed,Crossing River,Segment Code,Number of Islands on the North Side,Number of Islands on the South Side,Northern District,Southern Districts,Private,Civic,Civic Letter,Numero Campate,Arc Style Code,Arc Style,Construction Material Code,Construction Material,Decorations,Handicapped Accessible,Additional Handrail,Number of Steps North,Number of Steps South,Total Number of Steps,Height,Codice Materiale Alzata,Materiale Alzata,Pedata,Codice Materiale Pedata,Material Paving Steps,Minimum Step Width,Superficie Gradino Tipo (Min),Superficie Totale Gradini,Ipotenusa N,Ipotenusa S,Cateto N,Cateto S,Inclination N,Inclination S,Maximum Inclination,Summit Width,Summit Length,Area of Summit,Material Code of Summit,Flooring Material at Summit,Condition of Pavement at Summit,Description of the Condition of Pavement at Summit,Area of Pavement,Codice Tipologia Spalletta,Tipologia spalletta,Codice Materiale Spalletta,Materiale Spalletta,Larghezza Spalletta Est,Larghezza Spalletta Ovest,Larghezza Media Spallette,Altezza Media Spalletta,Width of River,Sporgenza N,Sporgenza S,Effective Lighting,Tide Level,Water Altitude,Freccia N1,Freccia C,Freccia S1,Freccia Minima,Freccia Media,Spessore N2,Spessore N1,Spessore C,Spessore S1,Spessore S2,Spessore Minimo,Photo Number of Arc,Photo Number of Ramp,Numero Foto Punto Quotato,H-N1,H-C,H-S1,SE-N2,SE-N1,SE-C,SE-S1,SE-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Overall Width,Note:
10,Ponte de l'Olio,OLIO,0,Rio del Fontego dei Tedeschi,TEDE1,71,77,CN,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI A NORD EST,No,No,6,10,16,12.5,2,Pietra d'Istria,48.5,8,Asfalto,2.7,1.31,18.33,2.95,6.9,0,0,0,0,0,10.2,7.4,75.48,8,Asfalto,1,Cattive,93.81,3,Vuoto Decorato,6,Metallo,4,4,4,88.6,6.13,50,20,5.43,-0.13,,0,0,0,2.34,2.4,0.87,0.59,0.49,0.5,0.65,49,C32,C31,,3.92,3.93,3.91,1.75,1.45,1.34,1.37,1.62,0.88,0.86,0.85,0.87,0.97,11,
11,Ponte dei Pignoli,PIGNOL,0,Rio dei Bareteri,BARE1,77,92,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,12,10,22,15,2,Pietra d'Istria,38.5,3,Trachite,1.45,0.56,11.17,4.25,4.45,0,0,0,0,0,2.43,1.98,4.81,3,Trachite,3,Buone,15.98,3,Vuoto Decorato,6,Metallo,4,4,4,86.8,6.6,20,30,6.1,-0.1,,0,0,0,2.29,2.37,0.4,0.4,0.41,0.51,0.39,39,C20,C22,,3.76,3.75,3.68,1.33,1.33,1.16,1.29,1.34,0.93,0.93,0.75,0.78,0.95,3.03,
12,Ponte dei Bareteri,BARETE,0,Rio dei Bareteri,BARE1,77,92,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"1 scudo e 2 decorazioni est, 4 decorazioni ovest",No,No,11,11,22,12.5,2,Pietra d'Istria,50,3,Trachite,3.25,1.63,32.5,10.8,8.5,0,0,0,0,0,16.5,8.25,136.13,3,Trachite,3,Buone,168.63,4,Colonnette,2,Pietra d'Istria,28,28,28,98,4.15,50,60,3.05,-0.04,,0,0,0,2.55,2.64,0.99,0.4,0.26,0.43,0.91,26,C21,C23,,4,4.05,3.98,1.98,1.37,1.24,1.39,1.91,0.99,0.97,0.98,0.96,1,17.13,
13,"Ponte Privato, và al civico 4934",BARE_P1,0,Rio dei Bareteri,BARE1,77,92,SM,SM,Yes,4934,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,5 bugne ovest e 6 est,No,No,9,5,14,14,2,Pietra d'Istria,32,2,Pietra d'Istria,1.85,0.59,7.1,3.14,1.6,0,0,0,0,0,3.45,3.02,10.42,3,Trachite,3,Buone,17.52,1,Piena,14,Mattoni e Pietra d'Istria,31,31,31,98,5.96,0,0,5.96,-0.07,,0,0,0,2.04,2.09,0.43,0.47,0.39,0.46,0.33,33,C19,C24,,3.52,3.64,3.52,1.43,1.41,1.41,1.38,1.35,1,0.94,1.02,0.92,1.02,3.62,
14,Ponte de le Pignate,PIGNAT,0,Rio dei Scoacamini,SCOA1,80,91,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,1 scudo N-E e 1scudo N-W,No,No,14,12,26,11,2,Pietra d'Istria,40,8,Asfalto,2.3,0.92,22.08,6.24,5.33,0,0,0,0,0,4.37,3,13.11,8,Asfalto,2,Medie,35.19,3,Vuoto Decorato,6,Metallo,6,6,6,113.9,5.55,0,30,5.25,-0.06,,0,0,0,2.27,2.32,1.43,0.84,0.68,0.81,1.015,68,C,D3,,4.19,4.16,4.18,2.6,1.85,1.68,1.85,2.49,1.17,1.01,1,1.04,1.475,4.98,
15,Ponte Manin,MANIN,0,Rio de S. Salvador,SALV,77,80,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,6 scudi N-W,Yes,No,11,12,23,12,2,Pietra d'Istria,43,8,Asfalto,1.88,0.81,16.98,5.5,7,0,0,0,0,0,3.08,3.8,11.7,8,Asfalto,2,Medie,28.68,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,94,3.18,0,0,3.18,-0.12,,0,0,0,2.16,2.23,1.09,0.62,0.45,0.59,1,45,C35,C33,,3.8,3.79,3.76,2.11,1.51,1.32,1.48,2.03,1.02,0.89,0.87,0.89,1.03,3.73,Servoscala per disabili
16,Ponte del Lovo,LOVO,0,Rio de S. Salvador,SALV,77,80,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,7,9,16,11,2,Pietra d'Istria,50,8,Asfalto,2.58,1.29,18.06,3.74,4.52,0,0,0,0,0,4.16,3,12.48,8,Asfalto,2,Medie,30.54,3,Vuoto Decorato,6,Metallo,3,3,3,,2.34,15,15,2.04,-0.1,,0,0,0,2.09,2.19,,0.57,0.33,0.44,0.94,33,D1,C34,,3.64,3.66,3.61,,1.45,1.22,1.38,1.96,,0.88,0.89,0.94,1.02,4.55,
17,Ponte de le Balote,BALOTE,0,Rio de S. Salvador,SALV,77,80,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi N-W,No,No,9,11,20,14,2,Pietra d'Istria,46,3,Trachite,1.4,0.64,11.59,5.06,5.93,0,0,0,0,0,3.11,2.57,7.99,3,Trachite,3,Buone,19.58,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,92.6,7.18,70,65,5.83,-0.09,,0,0,0,2.15,2.24,0.65,0.56,0.43,0.6,0.78,43,C36,D2,,3.75,3.75,3.73,1.65,1.44,1.31,1.49,1.76,1,0.88,0.88,0.89,0.98,3.87,
18,Ponte dei Fuseri,FUSERI,0,Rio dei Fuseri,FUSE,80,92,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi N-E,No,No,12,14,26,12,2,Pietra d'Istria,44,3,Trachite,1.84,0.81,19.43,7.82,6.93,0,0,0,0,0,4.29,5.64,24.2,3,Trachite,3,Buone,43.63,3,Vuoto Decorato,6,Metallo,4,4,4,98,7.52,110,20,6.22,0.12,,0,0,0,2.25,2.43,0.75,0.5,0.55,0.77,1,50,D18,D17,,3.83,3.83,3.85,1.67,1.4,1.46,1.72,2.22,0.92,0.9,0.91,0.95,1.22,4.89,
19,Ponte de le Colonne,COLONNE,0,Rio dei Fuseri,FUSE,80,92,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",3 scudi N-E,No,No,12,12,24,14.5,2,Pietra d'Istria,46.5,8,Asfalto,1.2,0.56,12.28,5.62,5.77,0,0,0,0,0,1.42,1.85,2.63,8,Asfalto,2,Medie,14.9,3,Vuoto Decorato,6,Metallo,4,4,4,112.4,5.71,30,15,5.26,0.12,,0,0,0,2.6,2.68,0.51,0.31,0.36,0.31,0.55,31,D16,D19,,4,4.02,3.94,1.66,1.46,1.36,1.46,1.72,1.15,1.15,1,1.15,1.17,2,
20,Ponte Carlo Goldoni,GOLDO,0,Rio dei Fuseri,FUSE,80,92,SM,SM,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,1 scudo N-E e 1 scudo N-w,Yes,No,14,14,28,11,2,Pietra d'Istria,48.5,3,Trachite,2.53,1.23,31.9,9.94,8.3,0,0,0,0,0,3.17,4.64,14.71,3,Trachite,3,Buone,46.61,3,Vuoto Decorato,6,Metallo,4,4,4,95.6,13.73,40,70,12.63,0.07,,0,0,0,2.79,2.81,0.63,0.53,0.49,0.53,0.6,49,D14,D15,,4.19,4.19,4.18,1.62,1.47,1.41,1.46,1.6,0.99,0.94,0.92,0.93,1,3.75,Servoscala per disabili
21,Ponte dei Ferai,FERAI,0,Rio dei Ferali,FERA2,92,91,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"Scritta ""1876"" sulla sommità arco N-W",No,No,11,10,21,12,2,Pietra d'Istria,41.5,3,Trachite,2.24,0.93,17.66,5.78,5.97,0,0,0,0,0,2.24,2.33,5.22,3,Trachite,2,Medie,22.88,3,Vuoto Decorato,6,Metallo,6,6,6,94.8,4.61,0,0,4.61,-0.04,,0,0,0,1.92,2.1,1,0.52,0.39,0.48,0.77,39,D4,D5,,3.51,3.54,3.54,2,1.55,1.25,1.36,1.74,1,1.03,0.86,0.88,0.97,2.83,
23,Ponte del Cavaletto,CAVALT,0,Rio de le Procuratie,PROC,91,92,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi N-W,No,No,10,11,21,13,2,Pietra d'Istria,46.5,8,Asfalto,1.52,0.71,13.43,5.6,6.35,0,0,0,0,0,1.8,2.6,4.68,8,Asfalto,1,Cattive,18.11,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,94.4,5.37,60,15,4.62,0.03,,0,0,0,2.02,2.2,0.97,0.58,0.31,0.41,0.69,31,D10,D11,,3.51,3.52,3.51,1.9,1.52,1.18,1.33,1.75,0.93,0.94,0.87,0.92,1.06,2.44,
24,Ponte Privato - Passerella Aerea,PROC2_P1,0,Rio de le Procuratie,PROC,91,92,SM,SM,Yes,,,1,2,Piano,17,Legno e Metallo,,No,No,1,8,9,19,2,Pietra d'Istria,26,2,Pietra d'Istria,1.22,0.32,2.22,,2.95,0,0,0,0,0,1.63,5.6,9.13,4,Legno,2,Medie,11.35,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,94.8,5.42,0,0,5.42,0,,0,0,0,,,0.3,0.3,0.3,0.28,0.28,28,D8,D9,,3.43,3.41,,1.24,1.24,1.24,1.24,1.24,0.94,0.94,0.94,0.96,0.96,1.71,Cancello lato sud
25,Ponte dei Dai,DAI,0,Rio de le Procuratie,PROC,91,92,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,10,12,22,12,2,Pietra d'Istria,40,8,Asfalto,2.67,1.07,21.36,7.43,6.78,0,0,0,0,0,4.62,3.53,16.31,8,Asfalto,1,Cattive,37.67,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,103.8,5.23,20,15,4.88,-0.01,,0,0,0,2.2,2.26,0.68,0.47,0.34,0.44,0.68,34,D7,D6,,3.63,3.64,3.64,1.78,1.42,1.27,1.41,1.92,1.1,0.95,0.93,0.97,1.24,5.22,
26,Ponte Tron o de la Piavola,TRON,0,Rio e Bacino Orseolo,ORSE,91,92,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,1 scudo N-E e 1 scudo N-W,No,No,9,10,19,13,2,Pietra d'Istria,41.5,3,Trachite,3.88,1.61,27.37,4.04,4.48,0,0,0,0,0,3.98,1.8,7.16,3,Trachite,3,Buone,34.54,4,Colonnette,2,Pietra d'Istria,29,29,29,95.8,6.62,50,50,5.62,0.04,,0,0,0,2.23,2.28,0.47,0.39,0.45,0.39,0.49,39,D12,D13,,3.58,3.62,3.62,1.43,1.39,1.31,1.39,1.46,0.96,1,0.86,1,0.97,4.58,
27,Ponte de l'Accadamia dei Pittori,PITTOR,0,Rio de la Luna o dei Giardinetti,LUNA,90,92,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria","10 formelle, 5 per lato",No,No,8,12,20,12,2,Pietra d'Istria,44,3,Trachite,2.48,1.09,19.64,3.57,7.35,0,0,0,0,0,3,2.32,6.96,3,Trachite,3,Buone,26.6,4,Colonnette,2,Pietra d'Istria,21,21,21,88,7.88,15,15,7.58,0.11,,0,0,0,2.35,2.4,0.65,0.57,0.46,0.58,0.69,46,D20,D25,,3.69,3.69,3.69,1.55,1.43,1.33,1.45,1.59,0.9,0.86,0.87,0.87,0.9,3.41,
28,Ponte Privato Apribile del Palazzo Reale,REALE,0,Rio de la Luna o dei Giardinetti,REAL,92,90,SM,SM,Yes,,,1,2,Piano,6,Metallo,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,6.94,,,,,,0,0,0,,,,,,,,,D21,,,,,,,,,,,,,,,,,Dati non rilevabili: ponte levatoio sollevato.
29,Edificio Privato (Compagnia della Vela),ZECA_P1,0,Rio de la Luna o dei Giardinetti,ZECA,92,90,SM,SM,Yes,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,11,,,16,2,Pietra d'Istria,31.5,2,Pietra d'Istria,2,0.63,,,,0,0,0,0,0,,,,2,Pietra d'Istria,2,Medie,,4,Colonnette,2,Pietra d'Istria,,,,,9.2,70,70,7.8,,,0,0,0,,,,,,,,,D22,D23,,,,,,,,,,,,,,,,3 scalini alto a nord in legno
30,Ponte piano della Zecca,ZECA,0,Rio de la Luna o dei Giardinetti,ZECA,92,90,SM,SM,No,,,3,2,Piano,17,Legno e Metallo,Spirali geometriche,No,No,0,0,0,0,13,Vuoto,0,4,Legno,,,,,,0,0,0,0,0,8.05,10.5,84.53,8,Asfalto,2,Medie,,3,Vuoto Decorato,6,Metallo,4,4,4,85,6.24,3.7,3.7,6.166,0.12,,0,0,0,1.39,1.39,0.43,0.3,0.3,0.3,0.38,30,no,no,,2.42,2.42,2.42,1.28,1.15,1.15,1.15,1.23,0.85,0.85,0.85,0.85,0.85,8.23,Struttura in legno poggiata sopra al vecchio ponte di metallo. Ponte senza scalini.
31,Ponte S. Moisè,MOISE,0,Rio de S. Moisè,MOIS,92,89,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,5 teste e 3 scudi,No,No,12,10,22,12.5,2,Pietra d'Istria,50,8,Asfalto,4.86,2.43,48.6,7.84,6.38,0,0,0,0,0,5.02,2.4,12.05,8,Asfalto,2,Medie,60.65,2,Vuoto Geometrico,6,Metallo,4,3.5,3.75,90.2,6.99,30,110,5.59,0.12,,0,0,0,2.51,2.56,0.52,0.45,0.42,0.48,0.56,42,D27,D26 S,,3.78,3.75,3.76,1.45,1.34,1.26,1.37,1.52,0.93,0.89,0.84,0.89,0.96,5.26,2 teste e 3 scudi su entrambi i lati
32,Ponte de Piscina,PISCIN,0,Rio dei Barcaroli,BARC2,92,88,SM,SM,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,,No,No,11,11,22,12,2,Pietra d'Istria,50,3,Trachite,2.7,1.35,27,5.75,5.66,0,0,0,0,0,2.93,2.97,8.7,3,Trachite,3,Buone,35.7,2,Vuoto Geometrico,6,Metallo,4,4,4,99.6,7.32,100,50,5.82,0.05,,0,0,0,2.34,2.37,0.61,0.59,0.55,0.6,0.5,50,D30,D29,,3.84,3.87,3.86,1.6,1.55,1.51,1.56,1.61,0.99,0.96,0.96,0.96,1.11,3.58,
33,Ponte dei Barcaroli,BARCAR,0,Rio dei Barcaroli,BARC2,92,88,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,12,11,23,13,2,Pietra d'Istria,50,3,Trachite,1.7,0.85,17.85,9.7,9.15,0,0,0,0,0,2.38,3.75,8.93,3,Trachite,3,Buone,26.78,3,Vuoto Decorato,6,Metallo,4,4,4,93,6.42,15,30,5.97,0.01,,0,0,0,2.36,2.43,0.77,0.57,0.5,0.61,0.78,50,D29,D31,,3.88,3.87,3.85,1.75,1.46,1.37,1.5,1.8,0.98,0.89,0.87,0.89,1.02,2.97,
34,Ponte de la Cortesia,CORTES,0,Rio de S. Luca,LUCA1,80,81,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"2 scudi, 1 per lato",No,No,14,13,27,12,2,Pietra d'Istria,49,3,Trachite,2.73,1.34,33.44,9.55,8.85,0,0,0,0,0,2.73,2.75,7.51,3,Trachite,3,Buone,40.95,2,Vuoto Geometrico,6,Metallo,4,4,4,90.4,8.46,-248,0,10.94,-0.02,,0,0,0,2.83,2.9,0.43,0.49,0.45,0.53,0.53,43,D35,D33,,4.27,4.28,4.23,1.42,1.35,1.3,1.38,1.5,0.99,0.86,0.85,0.85,0.97,3.29,
35,Ponte S. Paternian,PATERN,0,Rio de S. Luca,LUCA1,80,81,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,14,14,28,12,2,Pietra d'Istria,43,3,Trachite,1.4,0.6,15.65,8.04,11.54,0,0,0,0,0,3.06,4.87,14.9,3,Trachite,3,Buone,30.55,2,Vuoto Geometrico,6,Metallo,4,4,4,87.6,7.07,100,0,6.07,-0.01,,0,0,0,2.59,2.65,1,0.61,0.46,0.62,1.07,46,D32,D34,,4.11,4.1,4.09,1.88,1.49,1.34,1.49,1.94,0.88,0.88,0.88,0.87,0.87,3.78,
36,Ponte del Teatro,TEATRO,0,Rio de S. Luca,LUCA1,80,81,SM,SM,No,,,1,7,Sesto Super Ribassato,6,Metallo,,Yes,No,11,9,20,15,6,Metallo,46,8,Asfalto,5.18,2.38,42.89,5.35,4.35,0,0,0,0,0,5.4,2.52,13.61,8,Asfalto,2,Medie,56.5,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,94.6,7.34,0,0,7.34,-0.08,,0,0,0,2.56,2.59,0.23,0.36,0.31,0.37,0.28,23,E1,E2,,3.93,3.94,3.93,1.22,1.28,1.22,1.29,1.27,0.99,0.92,0.91,0.92,0.99,5.6,Primi due scalini in trachite e pietra d'istria. Servoscala per disabili.
37,Ponte de la Veste,VESTE,0,Rio de la Veste,VEST3,88,89,SM,SM,No,,,1,7,Sesto Super Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",TRE SCUDI AD OVEST,No,No,9,11,20,12,2,Pietra d'Istria,50,8,Asfalto,1.5,0.75,13.5,5.12,6.4,0,0,0,0,0,2.42,2.5,6.05,8,Asfalto,2,Medie,19.55,3,Vuoto Decorato,6,Metallo,7,7,7,91.6,5.57,0,0,5.57,-0.03,,0,0,0,2.07,2.24,0.54,0.5,0.41,0.69,0.96,41,F13,F12,,3.68,3.71,3.7,1.44,1.38,1.31,1.6,1.95,0.9,0.88,0.9,0.91,0.99,3.02,
38,"Ponte Privato, và al civico 2442/A",ALBO_P1,0,Rio de l'Alboro o de le Ostreghe,ALBO,89,87,SM,SM,Yes,2442,A,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,9,8,17,18,2,Pietra d'Istria,35,2,Pietra d'Istria,1.02,0.36,5.36,3.15,2.7,0,0,0,0,0,1.9,2.62,4.98,2,Pietra d'Istria,3,Buone,10.33,3,Vuoto Decorato,6,Metallo,7,7,7,94.8,6.74,0,0,6.74,-0.04,,0,0,0,2.28,2.36,0.33,0.37,0.25,0.41,0.42,25,F16,F15,,3.75,3.71,3.71,1.24,1.36,1.22,1.39,1.31,0.91,0.99,0.97,0.98,0.89,2.1,Cancelletto di metallo sul lato nord.
39,Ponte de le Ostreghe,OSTREG,0,Rio de l'Alboro o de le Ostreghe,ALBO,89,87,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI AD EST,No,No,10,11,21,15,2,Pietra d'Istria,49,3,Trachite,2.04,1,18.99,5.33,5.7,0,0,0,0,0,2.9,2.15,6.24,3,Trachite,3,Buone,25.23,3,Vuoto Decorato,6,Metallo,4,4,4,88,6.65,0,0,6.65,-0.02,,0,0,0,2.41,2.47,0.56,0.58,0.51,0.61,0.65,51,F14,F17,,3.93,3.93,3.89,1.49,1.45,1.36,1.46,1.55,0.93,0.87,0.85,0.85,0.9,3.52,
40,Ponte de la Fenice,FENICE,0,Rio de la Veste,VEST2,88,87,SM,SM,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,4,Colonnette,2,Pietra d'Istria,,,,,9.68,,,,,,0,0,0,,,,,,,,,F1,,,,,,,,,,,,,,,,,"Ponte chiuso, dati non rilevabili."
41,Ponte Duodo o Barbarigo,BARBAR,0,Rio de S.M. Zobenigo,ZOBE,86,87,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,5,14,19,12,2,Pietra d'Istria,45.5,3,Trachite,2.64,1.2,20.42,2.25,2.3,0,0,0,0,0,2.64,2.2,5.81,3,Trachite,3,Buone,26.23,3,Vuoto Decorato,6,Metallo,4,4,4,95.4,5.9,0,0,5.9,-0.09,,0,0,0,2.46,2.56,0.86,0.61,0.42,0.65,0.86,42,E32,E34s,,4.16,4.15,4.13,1.86,1.56,1.35,1.58,1.82,1,0.95,0.93,0.93,0.96,3.28,I 14 scalini a sud sono divisi in due rampe una da 9 ed una da 5 scalini. La seconda rampa nord e' di 4.23 m.
42,Ponte de la Feltrina,FELTRINA,0,Rio de S.M. Zobenigo,ZOBE,86,87,SM,SM,No,,,1,10,Irregolare,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,14,15,29,12,2,Pietra d'Istria,45,3,Trachite,2.57,1.16,31.23,9.1,2.75,0,0,0,0,0,2.6,5.3,13.78,3,Trachite,3,Buone,45.01,3,Vuoto Decorato,6,Metallo,4,4,4,95,5.94,20,40,5.34,-0.12,,0,0,0,2.41,2.77,0.82,0.8,0.62,0.58,0.47,47,E31,E33,,4.25,4.55,4.67,1.82,1.72,1.57,1.52,1.41,1,0.92,0.95,0.94,0.94,3.24,A sud e' presente una seconda rampa di 4.3 m.
43,Ponte Storto,STORT2,0,Rio de S.M. Zobenigo,ZOBE,86,87,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,12,11,23,14,2,Pietra d'Istria,46,3,Trachite,1.82,0.84,17.58,6.4,6.8,0,0,0,0,0,1.82,1.92,3.49,3,Trachite,3,Buone,21.08,1,Piena,1,Mattoni,35,35,35,100.6,5.09,30,35,4.44,-0.08,,0,0,0,2.39,2.45,0.31,0.24,0.26,0.26,0.43,24,F2,F3,,3.76,3.82,3.78,1.34,1.29,1.18,1.29,1.43,1.03,1.05,0.92,1.03,1,2.52,
44,Ponte Storto (dei Calegheri),CALEGH,0,Rio Menuo o de la Verona,VERO2,81,86,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria","TRE SCUDI E SEI BUGNE A OVEST, CINQUE BUGNE A EST",No,No,9,9,18,14,2,Pietra d'Istria,44,3,Trachite,2.3,1.01,16.19,4.1,6.1,0,0,0,0,0,2.3,1.82,4.19,2,Pietra d'Istria,3,Buone,20.38,3,Vuoto Decorato,6,Metallo,4,4,4,,4.56,70,0,3.86,-0.07,,0,0,0,1.83,1.98,0.48,0.52,0.42,0.52,,,F5,F6,,3.45,3.48,3.4,1.47,1.39,1.28,1.5,,0.99,0.87,0.86,0.98,,2.9,Non rilevabili SI-S2 e SE-S2
45,Ponte S. Cristoforo,CRSTFR,0,Rio Menuo o de la Verona,VERO1,88,86,SM,SM,No,,,1,10,Irregolare,15,"Mattoni, Intonaco e Pietra d'Istria",TRE SCUDI E QUATTRO BUGNE AD OVEST,No,No,8,4,12,14,2,Pietra d'Istria,46.5,3,Trachite,2.15,1,10,3.2,2,0,0,0,0,0,1.87,2.25,4.21,3,Trachite,3,Buone,14.21,3,Vuoto Decorato,6,Metallo,4,4,4,,3.31,,,,,,0,0,0,,,,,,,,,F4,F7s,,,,,,,,,,,,,,,2.85,"Misure interne, esterne ed altezze non rilevabili."
46,Ponte de la Malvasia Vechia,MALVAV,0,Rio Menuo o de la Verona,VERO1,81,88,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",SEI BUGNE A EST E A OVEST,No,No,9,12,21,13,2,Pietra d'Istria,46,8,Asfalto,1.25,0.58,10.93,4.32,5.7,0,0,0,0,0,1.84,1.93,3.55,8,Asfalto,2,Medie,14.48,3,Vuoto Decorato,6,Metallo,4,4,4,93.4,5.5,25,30,4.95,-0.05,,0,0,0,2.21,2.32,0.7,0.48,0.39,0.39,0.81,39,F10,F8,,3.73,3.74,3.69,1.63,1.37,1.26,1.43,1.75,0.93,0.89,0.87,1.04,0.94,2.44,
47,Ponte de la Verona,VERONA,0,Rio Menuo o de la Verona,VERO1,81,88,SM,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,10,10,20,14,2,Pietra d'Istria,41,3,Trachite,1.57,0.64,11.59,6.7,6.5,0,0,0,0,0,3.3,2.28,7.52,3,Trachite,3,Buone,19.11,3,Vuoto Decorato,6,Metallo,3,3,3,92.2,5.32,20,25,4.87,-0.05,,0,0,0,2.24,2.33,0.8,0.56,0.41,0.58,0.87,41,F9,F11,,3.82,3.79,3.75,1.8,1.47,1.28,1.46,1.82,1,0.91,0.87,0.88,0.95,3.9,
48,Ponte Zaguri,ZAGURI,0,Rio de S. Maurizio e rio Malatin,MAUR,85,86,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,8,7,15,13,2,Pietra d'Istria,41,3,Trachite,3.81,1.56,20.31,3.6,3.47,0,0,0,0,0,3.81,1.96,7.47,3,Trachite,3,Buone,27.77,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,97.8,6.05,5,10,5.9,-0.25,,0,0,0,1.85,1.92,0.65,0.42,0.42,0.47,0.63,42,E28,E29,,3.56,3.6,3.57,1.65,1.45,1.3,1.47,1.61,1,1.03,0.88,1,0.98,4.45,
49,Ponte de la Malvasia Vechia,MALVC2,0,Rio de S. Maurizio e rio Malatin,MAUR,86,85,SM,SM,No,,,1,6,Sesto Ribassato,6,Metallo,,No,No,5,8,13,13,6,Metallo,44,8,Asfalto,2.24,0.99,10.84,2.43,4.3,0,0,0,0,0,2.72,2.43,6.61,8,Asfalto,3,Buone,17.45,3,Vuoto Decorato,6,Metallo,6.5,6.5,6.5,97.6,3.21,20,20,2.81,-0.25,,0,0,0,1.96,1.99,0.19,0.23,0.18,0.23,0.18,18,,E30,,3.4,3.43,3.42,1.17,1.19,1.15,1.2,1.18,0.98,0.96,0.97,0.97,1,2.85,"Scritta: Fonderia Collalto, spese civiche 1853."
