"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0319005356_","Store 0319005356_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1990","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005357_","Store 0319005357_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1990","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005467_","Store 0319005467_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005689_","Store 0319005689_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1988","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005789A","Store 0319005789A - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005851_","Store 0319005851_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1980","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005908_","Store 0319005908_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","2004","https://lh5.googleusercontent.com/-N6cOuaB67OQ/TsEhobRqLvI/AAAAAAAAAek/HWEPLL64ZyY/s512/IMG_1687.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006658A","Store 0319006658A - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707002965_","Store 0707002965_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003408_","Store 0707003408_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003410_","Store 0707003410_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561000225_","Store 1561000225_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561001162_","Store 1561001162_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561001504_","Store 1561001504_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600000367B","Store 1600000367B - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
