"!!ID","!!IDName","!ImageUrl","Dati Generali_Data fine","Dati Generali_Data inizio","Dati Generali_Descrizione","Dati Generali_Durata","Dati Generali_Famiglia","Dati Generali_Stato","Dati Generali_Zona","Intervento_Importo lavori effettivo","Intervento_Importo lavori effettivo (dl)","Intervento_Importo lavori previsto","Intervento_Tipologia intervento","Segnalazione_Tipologia elemento","Sopralluogo_Tipologia anomalia","Sopralluogo_Tipologia elemento"
"2976","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3899/360/220/","2009-02-23","2009-02-23","CANNAREGIO CALLE DELL'UFFICIO DELLA SETA CIVICO 5837",,"Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"2971","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3884/360/220/","2009-03-04","2009-02-26","Santa Croce Ponte degli Scalzi","6 giorni","Venezia Sud","risolto","Santa Croce",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"2970","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3844/360/220/","2009-03-10","2009-02-26","Murano Ponte Longo","12 giorni","Venezia Nord","risolto","Murano",,,,"ponti","ponti (e pontili)","instabilita elemento","struttura ponte"
"2979","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3965/360/220/","2009-03-04","2009-02-27","Santa Croce 1097 campo Nazario Sauro","5 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"2978","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3961/360/220/","2009-04-01","2009-02-27","Castello 904/E campo S. Giuseppe","33 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6070","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10153/360/220/","2009-12-02","2009-12-02","Castello - Calle del Pestrin civ. 3851 Ispezione 96",,"Venezia Nord","risolto","Castello","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"6072","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10162/360/220/","2010-01-19","2010-01-08","Dorosduro 1057/d angolo fond.ta Priuli con calle Contarini Corfu","11 giorni","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"6073","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10166/360/220/","2009-12-18","2009-12-18","Murano - Fondamenta Andrea Navagero Ispezione 1004",,"Venezia Nord","risolto","Murano","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"6074","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10227/360/220/","2010-01-08","2009-12-24","San Marco dal Molo al ponte della Paglia","15 giorni","Venezia Nord","risolto","San Marco","","",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6075","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10233/360/220/","2009-12-11","2009-12-11","Murano - Riva Lunga civ. 24 e 48 Ispezione 1002",,"Venezia Nord","risolto","Murano","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"5343","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/9630/360/220/","2009-10-29","2009-10-29","Calle Bernardo 390 (Santa Croce)",,"Venezia Sud","risolto","Santa Croce",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"33576","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22497/360/220/","2012-08-28","2012-08-21","MURANO 12 - CAMPO DEL PRA'","7 giorni","Venezia Nord 2012","risolto","Murano",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6076","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10238/360/220/","2010-01-22","2009-12-24","Cannaregio Calle della Testa civ 6268","29 giorni","Venezia Nord","risolto","Cannaregio",,,,,"pavimentazione","instabilita elemento","pavimentazione stradale"
"6077","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10241/360/220/","2009-12-11","2009-12-11","Murano - Campo San Donato civ. 2 e 17 Ispezione 1002",,"Venezia Nord","risolto","Murano","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"33579","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22564/360/220/","2012-08-28","2012-08-21","CASTELLO 330 - CAMPO RUGA","7 giorni","Venezia Nord 2012","risolto","Castello",,,,"elementi di arredo","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"5345","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/9692/360/220/","2009-10-29","2009-10-29","Riva del Vin fianco Banco di Sicilia (San Polo)",,"Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"5344","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/9686/360/220/","2009-10-29","2009-10-27","S.Marco - Molo San Marco 5 metri dal Todaro","2 giorni","Venezia Nord","risolto","San Marco","","",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6078","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10300/360/220/","2010-02-09","2010-01-07","Castello calle dei Furlani civ 3285","33 giorni","Venezia Nord","risolto","Castello","","",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33578","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22504/360/220/","2012-09-26","2012-08-21","San Polo, 2679 Ramo Doaneta","36 giorni","Venezia Sud 2012","risolto","San Polo",,,,"fognatura - reti fognarie","fognatura","intervento migliorativo","rete nera, mista o pluviale"
"33573","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22428/360/220/","2012-08-27","2012-08-21","PIAZZALE ROMA - TRATTO DI RAMPA SANTA CHIARA TRA SAN BASILIO E DISTRIBUTORE","6 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"23623","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/27786/360/220/","2010-11-23","2010-11-09","Cannaregio, Calle Castelli, 6097","14 giorni","Venezia Nord","risolto","Cannaregio",,"",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6079","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/10306/360/220/","2009-12-16","2009-12-16","Castello - Calle Erizzo civ. 3999 Ispezione 96",,"Venezia Nord","risolto","Castello","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"33572","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22424/360/220/","2012-08-28","2012-08-21","Castello 5637 San Lio Calle del Ghiaccio","7 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","cedimento","caditoia"
"25763","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28309/360/220/","2010-12-16","2010-12-15","Dorsoduro, 2887","1 giorno","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33575","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22493/360/220/","2012-08-31","2012-08-21","CANNAREGIO 1441 PONTE DEL GHETTO NUOVO VERSO CALLE CALESELLE","9 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"ponti","ponti (e pontili)","instabilita elemento","pavimentazione ponte"
"33574","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22489/360/220/","2012-08-28","2012-08-21","Cannaregio 1018 calle del Sottoportico Scuro","7 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"2966","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3828/360/220/","2009-03-23","2009-02-26","Murano - Ramo Domenico Gisberti, 8/B","25 giorni","Venezia Nord","risolto","Murano",,,,"pavimentazione","fognatura","intervento migliorativo","caditoia"
"1830","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1261/360/220/","2008-10-22","2008-10-22","CANNAREGIO FONDAMENTA DELLE CASE NUOVE ISPEZIONE N?1",,"Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"lesione","pavimentazione stradale"
"2965","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3781/360/220/","2009-03-09","2009-02-25","Cannaregio 1653 calle de la Colonna","12 giorni","Venezia Nord","risolto","Cannaregio",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"2964","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3777/360/220/","2009-03-11","2009-02-11","Cannaregio 387/E area ex-Saffa","28 giorni","Venezia Nord","risolto","Cannaregio",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","rete nera, mista o pluviale"
"33570","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22416/360/220/","2012-08-28","2012-08-21","Cannaregio Calle e Ramo del Volto","7 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33571","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22420/360/220/","2012-08-28","2012-08-21","Cannaregio 4610 Rio Tera dei Franceschi","7 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"2963","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3774/360/220/","2009-05-04","2009-02-25","Castello incrocio f.ta Dandolo e campo S Giovanni e Paolo civ 6825/b","67 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"2962","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3771/360/220/","2009-02-28","2009-02-25","San Marco balaustra f.ta giardinetti ex reali","2 giorni","Venezia Nord","risolto","San Marco",,,,"ponti",,"instabilita elemento","parapetto stradale"
"2961","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3767/360/220/","2009-03-09","2009-02-25","Castello 2636-2637/B Calle del Mandolin","12 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"2969","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3840/360/220/","2009-03-10","2009-02-26","Murano fondamenta Parmense 1 zona Anzoli","12 giorni","Venezia Nord","risolto","Murano",,,,"altri interventi","muri di sponda","instabilita elemento","muro di sponda"
"2968","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3836/360/220/","2009-03-09","2009-02-27","Castello 2408 - Campo dell'Arsenale","10 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"2967","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3832/360/220/","2009-03-09","2009-02-27","Murano Calle San Giuseppe","10 giorni","Venezia Nord","risolto","Murano",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33585","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22644/360/220/","2012-08-27","2012-08-22","SAN MARCO 2428 ANGOLO CALLE DELLE OSTREGHE","4 giorni","Venezia Nord 2012","risolto","San Marco",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33586","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22648/360/220/","2012-08-31","2012-08-22","SAN POLO, 100 - VICINO SOTTOPORTICO DEL TRIBUNALE","9 giorni","Venezia Sud 2012","risolto","San Polo",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33583","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22636/360/220/","2012-08-29","2012-08-22","SANTA CROCE 2047/A - CORTE ZANE","7 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"fognatura - reti fognarie","fognatura","lesione","caditoia"
"3240","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5494/360/220/","2009-04-20","2009-04-17","Cannaregio Ponte della Costituzione (lamiere)","3 giorni","Venezia Nord","risolto","Cannaregio",,,,"ponti",,"intervento migliorativo","pavimentazione ponte"
"33584","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22640/360/220/","2012-08-27","2012-08-22","MOLO SAN MARCO","4 giorni","Venezia Nord 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33589","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22717/360/220/","2012-08-28","2012-08-23","SANTA CROCE - CAMPO SAN GIACOMO VICINO ALLA FONTANA","5 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"elementi di arredo","arredo, segnaletica","instabilita elemento","elementi di arredo, segnaletica"
"3241","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5497/360/220/","2009-04-17","2009-04-17","Rio Tera Foscarini 898 (Dorsoduro)",,"Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"2111","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1735/360/220/","2008-12-18","2008-11-10","Castello, 4758 - Ruga Giuffa","38 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"3242","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5531/360/220/","2009-04-17","2009-04-17","Fondamenta Zattere al Ponte Longo 1489 (Dorsoduro)",,"Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"2110","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1446/360/220/","2008-11-12","2008-11-10","Dorsoduro, 1643 - F.ta San Basegio","2 giorni","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"3243","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5534/360/220/","2009-04-23","2009-04-20","Giudecca 497/F corte Grande","3 giorni","Venezia Sud","risolto","Giudecca",,,,,"fognatura","altro","rete nera, mista o pluviale"
"33587","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22652/360/220/","2012-09-13","2012-08-23","Dorsoduro, Ponte di Donna Onesta parte Calle di Donna Onesta","20 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"33588","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22713/360/220/","2012-08-28","2012-08-23","SAN POLO 243/A","5 giorni","Venezia Sud 2012","risolto","San Polo",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"14643","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14474/360/220/","2010-06-14","2010-05-20","San Marco 1535 corte Contarina","25 giorni","Venezia Nord","risolto","San Marco",,"",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"29543","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28768/360/220/","2011-02-22","2011-02-02","Tronchetto - Bretella P.te Liberta dir. Mestre","20 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","arredo, segnaletica","intervento migliorativo","pavimentazione stradale"
"2109","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1442/360/220/","2008-11-13","2008-11-10","Cannaregio, 4617 - Rio Tera Santi Apostoli","3 giorni","Venezia Nord","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"2103","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1459/360/220/","2008-11-07","2008-11-05","CANNAREGIO CALLE DELLA MASENA 1397A 1397C 1391A 1377-A 1378 1392-A ISPEZIONE N?1","2 giorni","Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"2992","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4168/360/220/","2009-03-06","2009-03-03","San Marco Calle Lavezzera","3 giorni","Venezia Nord","risolto","San Marco",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"3235","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5439/360/220/","2009-04-20","2009-04-17","Dorsoduro - Ponte dell'Accademia","3 giorni","Venezia Sud","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)","lesione","parapetto ponte"
"2104","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1462/360/220/","2008-11-07","2008-11-06","CANNAREGIO CALLE DEL ZOLFO 1434 - 1459 ISPEZIONE N?1","1 giorno","Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"2993","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4172/360/220/","2009-03-05","2009-03-03","Cannaaregio 1156 - Corte Scala Matta","2 giorni","Venezia Nord","risolto","Cannaregio",,,,"fognatura - reti fognarie","pavimentazione","malfunzionamento","caditoia"
"2994","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4176/360/220/","2009-03-16","2009-03-04","San Marco 3032 ramo del Teatro","12 giorni","Venezia Nord","risolto","San Marco",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"5325","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/9626/360/220/","2009-10-29","2009-10-28","Dorsoduro - Ponte dell'Avogaria","1 giorno","Venezia Sud","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)","cedimento","pavimentazione ponte"
"2995","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4180/360/220/","2009-03-04","2009-03-04","Cannaregio 4765 calle del Remer",,"Venezia Nord","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
