"id","Title","wiki_title","Job Item Ids","Ismar Link Ids","GIS Id","Alternate IDs","Minimum Width (m)","Location-lon","Location-lat","GIS Total Id","Area (m^2)","Average Width (m)","Length (m)","Canal ID","Cemented"
"LUCA1","Segment LUCA1","Segment LUCA1","00099SC0012,00099SC0013","2308,2375,2376","LUCA1","LUCA01","5.6","12.3333881","45.4356903","LUCA01","1259.44","8.2","152.92","LUCA","true"
"TOMA","Segment TOMA","Segment TOMA","00102SC0016,00102SC0017","2293,2294,2295","TOMA","TOMA01","2.6","12.3280733","45.4361025","TOMA01","844.485","5.1","165.25","TOMA","false"
"LUCA3","Segment LUCA3","Segment LUCA3","00099SC0002,00099SC0003,00099SC0012,00099SC0134","2459","LUCA3","LUCA03","6.8","12.3340735","45.4348608","LUCA03","214.486","8.3","25.8","LUCA","true"
"FELI2","Segment FELI2","Segment FELI2","00112SC0005,00112SC0007,00112SC0015","2402,2403","FELI2","FELI02","4.0","12.3336763","45.4417962","FELI02","985.174","6.0","163.26","FELI","false"
"FELI1","Segment FELI1","Segment FELI1","00003SC0039,00003SC0047,00112SC0004,00112SC0007,00112SC0015","2047","FELI1","FELI01","5.4","12.3346379","45.4427659","FELI01","847.321","8.7","97.7","FELI","false"
"PROV1","Segment PROV1","Segment PROV1","00136SC0004,00136SC0005,00136SC0008,00136SC0010,00136SC0011,00136SC0016,00136SC0017","2085","PROV1","PROV01","4.0","12.3437921","45.4356922","PROV01","374.989","5.2","72.14","PROV","false"
"GUER","Segment GUER","Segment GUER","00112SC0006,00112SC0008,00112SC0009,00112SC0016,00112SC0018,00448SC0003,00448SC0004,00448SC0005","2408","GUER","GUER01","2.6","12.3360358","45.4420114","GUER01","313.34","3.8","81.64","GUER","false"
"PROV2","Segment PROV2","Segment PROV2","00136SC0009,00136SC0017,00431SC0003,00431SC0004","2070","PROV2","PROV02","2.0","12.3430866","45.4355537","PROV02","144.248","4.1","35.4","PROV","false"
"GREC","Segment GREC","Segment GREC","00136SC0005,00136SC0008,00136SC0010,00136SC0016","2084","GREC","GREC01","9.8","12.344417","45.434728","GREC01","2687.64","13.0","207.11","GREC","false"
"CANT01","Segment CANT01","Segment CANT01","","",,,"10.4",,,,"859.489","12.4","66.25","CANT","false"
"MEND","Segment MEND","Segment MEND","00180SC0007","2451,2452","MEND","MEND01","5.4","12.3416526","45.4404271","MEND01","5719.63","14.2","402.15","MEND","false"
"LORE2","Segment LORE2","Segment LORE2","00136SC0004,00136SC0008,00136SC0011,00136SC0015,00136SC0016","2083","LORE2","LORE02","8.8","12.344383","45.4365882","LORE02","2430.36","13.2","184.36","LORE","false"
"LORE1","Segment LORE1","Segment LORE1","00136SC0007,00136SC0012,00136SC0015,00136SC0018","2072","LORE1","LORE01","8.6","12.3444136","45.4376839","LORE01","450.401","9.8","45.78","LORE","false"
"GIAR1","Segment GIAR1","Segment GIAR1","","2485","GIAR1","GIAR01","15.8","12.3591791","45.4317018","GIAR01","3280.69","34.4","95.47","GIAR","false"
"GIAR2","Segment GIAR2","Segment GIAR2","","2486","GIAR2","GIAR02","24.4","12.3593311","45.4308891","GIAR02","2020.06","29.4","68.66","GIAR","false"
"MALP4","Segment MALP4","Segment MALP4","00106SC0001","2016","MALP4","MALP04","5.8","12.3228757","45.4319926","MALP04","1148.48","7.7","150.01","MALP","false"
"MALP2","Segment MALP2","Segment MALP2","00106SC0001,00106SC0002,00106SC0003","2222","MALP2","MALP02","6.4","12.3248335","45.4324546","MALP02","415.706","8.3","50.43","MALP","false"
"MALP3","Segment MALP3","Segment MALP3","00106SC0001","2220","MALP3","MALP03","4.8","12.3241682","45.4322848","MALP03","338.72","6.5","52.53","MALP","false"
"CONV","Segment CONV","Segment CONV","00320SC0001,00154SC0002,00154SC0015","3005","CONV","CONV01","10.6","12.3213989","45.4263911","CONV01","3388.46","13.1","258.9","CONV","false"
"MALP1","Segment MALP1","Segment MALP1","00106SC0001,00106SC0002","2229","MALP1","MALP01","5.0","12.3261651","45.432801","MALP01","1025.71","6.7","153.45","MALP","false"
"ANA1","Segment ANA1","Segment ANA1","","2095","ANA1","ANA001","9.8","12.35779","45.4326678","ANA001","854.584","11.5","74.33","ANA","false"
"ANA3","Segment ANA3","Segment ANA3","","2093","ANA3","ANA003","8.0","12.3556905","45.4324908","ANA003","207.095","8.7","23.66","ANA","false"
"ANA2","Segment ANA2","Segment ANA2","","2094","ANA2","ANA002","6.0","12.356622","45.4325355","ANA002","824.193","8.1","101.44","ANA","false"
